source_dataset,source_split,sample_id,label_source,text,audio_path,image_path,depression,anxiety,stress,sleep_disorder,burnout,loneliness,substance_abuse
RAVDESS,full,ravdess-03-01-06-01-01-01-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 02,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_02\03-01-06-01-01-01-02.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia429-utt6,meld_emotion_sentiment_keyword_proxy,She's checking the coats.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia599-utt5,meld_emotion_sentiment_keyword_proxy,"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-01-02-02-17,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 17,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_17\03-01-07-01-02-02-17.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-03-01-07-01-01-02-08,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 08,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_08\03-01-07-01-01-02-08.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia698-utt0,meld_emotion_sentiment_keyword_proxy,"Y'know, hey! You’re the one who ended it, remember?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia592-utt3,meld_emotion_sentiment_keyword_proxy,Ross! Janice?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-07-02-01-01-03,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-07-02-01-01-03.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
RAVDESS,full,ravdess-03-01-06-02-02-01-24,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 24,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_24\03-01-06-02-02-01-24.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia695-utt5,meld_emotion_sentiment_keyword_proxy,Oh crap!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia118-utt1,meld_emotion_sentiment_keyword_proxy,"Oh, I wish there was something I can do to make you feel better.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.6
MELD,train,meld-train-dia540-utt2,meld_emotion_sentiment_keyword_proxy,Ugly Naked Guy's laying kitchen tile. Eww!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,test,meld-test-dia98-utt3,meld_emotion_sentiment_keyword_proxy,Pants and a sweater?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia245-utt15,meld_emotion_sentiment_keyword_proxy,"I mean, I…I’m never gonna have a first kiss again.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia644-utt7,meld_emotion_sentiment_keyword_proxy,"In my defense, it was dark and he was a very pretty guy.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-01-01-06-01-02-02-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-06-01-02-02-02.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-01-01-05-02-02-01-02,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 01 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-05-02-02-01-02.jpg,0.26,0.45,0.89,0.34,0.69,0.12,0.76
MELD,train,meld-train-dia658-utt7,meld_emotion_sentiment_keyword_proxy,How needy do I want to seem?,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia362-utt7,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia174-utt13,meld_emotion_sentiment_keyword_proxy,Yeah! Got it!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia698-utt2,meld_emotion_sentiment_keyword_proxy,You still love me?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia855-utt3,meld_emotion_sentiment_keyword_proxy,"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia926-utt15,meld_emotion_sentiment_keyword_proxy,"Hey man, you feeling any better?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia676-utt5,meld_emotion_sentiment_keyword_proxy,"Ohh, you already agreed to this, haven't you?",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia328-utt1,meld_emotion_sentiment_keyword_proxy,Because I’m not going to spend one more day with someone whose out to sabotage my every move.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia771-utt15,meld_emotion_sentiment_keyword_proxy,"Hey, Monica, wow you’ve been in the bathroom for like a half-hour.",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-06-02-02-02-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 02,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_02\03-01-06-02-02-02-02.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
RAVDESS,full,ravdess-03-01-07-01-02-01-03,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 03,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_03\03-01-07-01-02-01-03.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,test,meld-test-dia266-utt12,meld_emotion_sentiment_keyword_proxy,Oh so-so you weren't trying to entice me just now with your-your nakedness?,,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia336-utt7,meld_emotion_sentiment_keyword_proxy,"No, just, just, just a couple more boxes.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia476-utt5,meld_emotion_sentiment_keyword_proxy,What?! Oh my...  Oh my God!! What happened?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia103-utt2,meld_emotion_sentiment_keyword_proxy,"Do you have a minute? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.",,,0.4,0.98,0.86,0.58,0.33,0.21,0.76
RAVDESS,full,ravdess-03-01-06-01-02-02-11,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 11,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_11\03-01-06-01-02-02-11.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-01-01-04-01-01-02-03,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 02 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-04-01-01-02-03.jpg,0.8,0.28,0.34,0.52,0.34,0.7,0.08
MELD,train,meld-train-dia383-utt8,meld_emotion_sentiment_keyword_proxy,"Okay Rach-Rach-Rach look at me, look at me, everything’s gonna be fine, trust me.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia905-utt12,meld_emotion_sentiment_keyword_proxy,I love her books!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia256-utt11,meld_emotion_sentiment_keyword_proxy,"Oh God, get out!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia254-utt6,meld_emotion_sentiment_keyword_proxy,Oh yeah.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia768-utt4,meld_emotion_sentiment_keyword_proxy,What!?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia831-utt4,meld_emotion_sentiment_keyword_proxy,"No, hey, I get that, okay, I get that big time.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-01-01-07-02-01-02-04,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-07-02-01-02-04.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia735-utt11,meld_emotion_sentiment_keyword_proxy,"Yeah, we are.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-06-02-01-01-20,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 20,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_20\03-01-06-02-01-01-20.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia774-utt1,meld_emotion_sentiment_keyword_proxy,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia725-utt3,meld_emotion_sentiment_keyword_proxy,Wow! Nice! Manly and also kind of a slut.,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia312-utt18,meld_emotion_sentiment_keyword_proxy,But I made cards!!,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-02-01-23,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 23,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_23\03-01-06-01-02-01-23.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia884-utt7,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia160-utt5,meld_emotion_sentiment_keyword_proxy,I mean do we not have as much fun?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia758-utt4,meld_emotion_sentiment_keyword_proxy,"No, she touched mine first!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia727-utt6,meld_emotion_sentiment_keyword_proxy,"No, you messed it up. You’re stupid.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia334-utt11,meld_emotion_sentiment_keyword_proxy,Oh.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia17-utt2,meld_emotion_sentiment_keyword_proxy,This is totally your fault!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-01-01-01-20,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 20,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_20\03-01-07-01-01-01-20.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,test,meld-test-dia252-utt4,meld_emotion_sentiment_keyword_proxy,“...I can begin to trust you again.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia56-utt4,meld_emotion_sentiment_keyword_proxy,"No, I don’t see it!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-04-01-02-01-03,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 02 repetition 01 actor 03,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_03\03-01-04-01-02-01-03.wav,,0.8,0.28,0.34,0.52,0.34,0.7,0.08
MELD,test,meld-test-dia213-utt9,meld_emotion_sentiment_keyword_proxy,"Yeah, you should.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-04-01-01-02-16,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 02 actor 16,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_16\03-01-04-01-01-02-16.wav,,0.8,0.28,0.34,0.52,0.34,0.7,0.08
MELD,train,meld-train-dia22-utt2,meld_emotion_sentiment_keyword_proxy,"Water breaking, what do you mean? What's that, water breaking?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia532-utt7,meld_emotion_sentiment_keyword_proxy,Now YOU'RE telling me I can't see her??,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia722-utt10,meld_emotion_sentiment_keyword_proxy,"No, eh, oh-oi, easy, it's not a hot dog!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-05-01-01-01-24,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 01 actor 24,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_24\03-01-05-01-01-01-24.wav,,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,test,meld-test-dia208-utt7,meld_emotion_sentiment_keyword_proxy,I’ve just been thinking about how my baby and I are gonna be all alone.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-01-01-06,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-06-01-01-01-06.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia20-utt0,meld_emotion_sentiment_keyword_proxy,It's not a purse! It's a shoulder bag.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia758-utt0,meld_emotion_sentiment_keyword_proxy,"Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia20-utt6,meld_emotion_sentiment_keyword_proxy,I'm not reading this!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia1007-utt10,meld_emotion_sentiment_keyword_proxy,I can’t!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia839-utt1,meld_emotion_sentiment_keyword_proxy,You’re making one right now!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia674-utt7,meld_emotion_sentiment_keyword_proxy,This way I can break 'em up with a movie.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia259-utt2,meld_emotion_sentiment_keyword_proxy,MY SANDWICH?!!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-06-01-01-01-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-01-01-01-02.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-03-01-07-01-02-02-10,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 10,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_10\03-01-07-01-02-02-10.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia717-utt6,meld_emotion_sentiment_keyword_proxy,"Come on Phoebe, look at that!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia449-utt7,meld_emotion_sentiment_keyword_proxy,"Yeah, you still have feelings for me.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia670-utt15,meld_emotion_sentiment_keyword_proxy,They've arrested Monica.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia298-utt5,meld_emotion_sentiment_keyword_proxy,Gimme the this!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-05-02-02-01-16,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 01 actor 16,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_16\03-01-05-02-02-01-16.wav,,0.26,0.45,0.89,0.34,0.69,0.12,0.76
MELD,train,meld-train-dia160-utt5,meld_emotion_sentiment_keyword_proxy,I?ve got some bad news.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia111-utt6,meld_emotion_sentiment_keyword_proxy,Really stupid.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,dev,meld-dev-dia23-utt12,meld_emotion_sentiment_keyword_proxy,"I mean we’ve been together seven years, she’s the only woman who’s ever loved me, and the only woman I’ve-I’ve ever....",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia220-utt3,meld_emotion_sentiment_keyword_proxy,"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,dev,meld-dev-dia20-utt5,meld_emotion_sentiment_keyword_proxy,This is disgusting!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
RAVDESS,full,ravdess-03-01-07-01-02-02-03,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 03,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_03\03-01-07-01-02-02-03.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia424-utt6,meld_emotion_sentiment_keyword_proxy,"But this other girl, well, she lives right uptown.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia505-utt6,meld_emotion_sentiment_keyword_proxy,Why don’t you…   Wh-what’s going on?,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia839-utt8,meld_emotion_sentiment_keyword_proxy,No!!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,test,meld-test-dia156-utt6,meld_emotion_sentiment_keyword_proxy,"What’s going on Bing? Does uh, your wife have a problem with me or something?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.9
MELD,dev,meld-dev-dia19-utt18,meld_emotion_sentiment_keyword_proxy,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia222-utt1,meld_emotion_sentiment_keyword_proxy,Y’know what? It,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia738-utt3,meld_emotion_sentiment_keyword_proxy,"Oh, it looks like mom and dad’s house.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia109-utt17,meld_emotion_sentiment_keyword_proxy,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,,,0.4,0.98,0.86,0.58,0.33,0.21,0.76
MELD,train,meld-train-dia39-utt5,meld_emotion_sentiment_keyword_proxy,"You look at me, and it’s nothin’.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia10-utt5,meld_emotion_sentiment_keyword_proxy,"Yeah, no one talks like that!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-01-01-02-20,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 20,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_20\03-01-07-01-01-02-20.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia241-utt3,meld_emotion_sentiment_keyword_proxy,"He's totally ok with seeing you!"".",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1000-utt1,meld_emotion_sentiment_keyword_proxy,Have you ever seen so much crap?,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
RAVDESS,full,ravdess-01-01-07-02-01-02-03,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-07-02-01-02-03.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia792-utt15,meld_emotion_sentiment_keyword_proxy,How can I?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia151-utt6,meld_emotion_sentiment_keyword_proxy,What-wh-what so we’ll just stay married forever?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia716-utt5,meld_emotion_sentiment_keyword_proxy,And don’t you follow me!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia686-utt11,meld_emotion_sentiment_keyword_proxy,Ugh!  What grandmother?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-06-01-02-01-15,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 15,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_15\03-01-06-01-02-01-15.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia4-utt11,meld_emotion_sentiment_keyword_proxy,"Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so...",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia180-utt4,meld_emotion_sentiment_keyword_proxy,I can’t believe this is taking so long. How are you doing?,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia893-utt2,meld_emotion_sentiment_keyword_proxy,We’re never gonna find anybody.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia594-utt0,meld_emotion_sentiment_keyword_proxy,Wait!,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-02-01-07-01-01-02-02,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-07-01-01-02-02.jpg,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia780-utt5,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia90-utt5,meld_emotion_sentiment_keyword_proxy,Try telling my wife that.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia266-utt11,meld_emotion_sentiment_keyword_proxy,What?! Are you crazy?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-04-01-01-01-05,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 01 actor 05,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_05\03-01-04-01-01-01-05.wav,,0.8,0.28,0.34,0.52,0.34,0.7,0.08
